stop_id,stop_name,lat,lon
B03223P,Rukan Balai Pustaka,-6.198484,106.88611
B03225P,Rukan Radin Inten II,-6.235567,106.92282
B03226P,Rukan Teuku Umar,-6.195499,106.62391
B03227P,Ruko Aries Niaga,-6.192569,106.74462
B03228P,Ruko Boulevard Barat Raya,-6.152164,106.89078
B03230P,Ruko Bungur Besar,-6.161321,106.83979
B03231P,Ruko Cempaka Mas,-6.161942,106.87466
B03232P,Ruko City Resort Cengkareng,-6.132828,106.7345
B03233P,Ruko Cordoba 1,-6.112419,106.74356
B03234P,Ruko Cordoba 2,-6.112645,106.74356
B03235P,Ruko Cordoba 3,-6.110884,106.741082
B03236P,Ruko Enggano,-6.10982,106.88493
B03237P,Ruko Gading Bukit Indah,-6.149387,106.89917
B03238P,Ruko Gading Bukit Indah 2,-6.150303,106.89865
B03239P,Ruko Gading Kirana,-6.14617,106.89649
B03240P,Ruko Gading Kirana 2,-6.146962,106.89798
B03241P,Ruko Gading Kirana 3,-6.147948,106.89971
B03244P,Ruko Kemanggisan Raya,-6.196763,106.78222
B03245P,Ruko Mall Mangga Dua,-6.136684,106.82372
B03246P,Ruko Mega Grosir Cempaka Mas,-6.167009,106.87376
B03247P,Ruko Meruya Ilir,-6.197437,106.75067
B03248P,Ruko Moh Kahfi II,-6.335794,106.827
B03249P,Ruko Molek,-6.284483,106.90799
B03250P,Ruko Pangeran Jayakarta,-6.14274,106.82927
B03251P,Ruko Ps. Kebayoran Lama,-6.235822,106.78053
B03252P,Ruko Permata Senayan 1,-6.219856,106.79176
B03253P,Ruko Permata Senayan 2,-6.22148,106.79111
B03254P,Ruko Pondok Pinang Centre,-6.27349,106.77388
B03259P,Ruko Taman Cemara,-6.181009,106.97795
B03260P,Ruko Taman Duta Mas,-6.148626,106.78088
B03261P,Ruko Taman Kb. Jeruk,-6.197388,106.74818
B03264P,Rumah Pompa Industri,-6.144634,106.83396
B03265P,Rumah Sipitung,-6.100075,106.96054
B03266P,Rusun Benhil,-6.201418,106.80789
B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243
B03269P,Rusun Cinta Kasih Tzu Chi,-6.132625,106.73559
B03270P,Rusun Cipinang Besar Selatan,-6.231625,106.88288
B03271P,Rusun Cipinang Muara,-6.223401,106.89525
B03272P,Rusun Flamboyan,-6.131366,106.72427
B03273P,Rusun Jati Rawasari,-6.183517,106.86389
B03274P,Rusun Jatinegara Barat,-6.223016,106.86585
B03275P,Rusun Jatinegara Kaum,-6.211814,106.899422
B03276P,Rusun Jatinegara Kaum Depan,-6.212768,106.89945
B03277P,Rusun Kapuk Muara,-6.135667,106.76299
B03278P,Rusun Karang Anyar,-6.153256,106.82748
B03279P,Rusun Kemayoran,-6.153101,106.85347
B03280P,Rusun Klender,-6.216567,106.92868
B03281P,Rusun Komarudin,-6.208781,106.94252
B03282P,Rusun Marunda,-6.097099,106.96231
B03283P,Rusun Marunda 1,-6.098204,106.96232
B03284P,Rusun Marunda 2,-6.09826,106.96218
B03285P,Rusun Penjaringan,-6.130702,106.79487
B03286P,Rusun Pesakih,-6.161468,106.71698
B03287P,Rusun Pinus Elok Blok A,-6.201272,106.93757
B03289P,Rusun Pondok Bambu,-6.241583,106.91085
B03290P,Rusun Pulo Gebang,-6.201478,106.94975
B03291P,Rusun Rawa Bebek,-6.196241,106.9658
B03292P,Rusun Rempoa,-6.261641,106.7666
B03293P,Rusun Rorotan,-6.151766,106.95512
B03294P,Rusun Sukapura,-6.154874,106.92507
B03295P,Rusun Tambora,-6.147327,106.798676
B03296P,Rusun Tanah Abang 1,-6.192314,106.81481
B03297P,Rusun Tanah Abang 2,-6.192171,106.81474
B03298P,Rusun Tipar Cakung,-6.171493,106.93731
B03299P,Rusun Waduk Pluit,-6.111456,106.80022
B03300P,Saadatudarain,-6.217713,106.79229
B03301P,Sabar Raya,-6.241485,106.75189
B03302P,Sadar Raya Ciganjur 1,-6.342664,106.81256
B03304P,Saharjo UGM,-6.214596,106.84427
B03305P,Sahid Sudirman Center,-6.211191,106.81794
B03306P,Sakura Garden City,-6.322444,106.88866
B03307P,Sampoerna Strategic,-6.217152,106.81892
B03308P,Samsat BSD,-6.291005,106.6658
B03309P,Sangrila Indah 2,-6.237493,106.75906
B03310P,Santa Maria,-6.21939,106.86445
B03311P,Santo Lukas,-6.244763,106.84319
B03312P,Sari Pan Pacific,-6.185037,106.82325
B03313P,MH Thamrin 1,-6.188081,106.82317
B03314P,MH Thamrin 2,-6.188238,106.82277
B03315P,MH Thamrin 3,-6.187125,106.82378
B03318P,Sawo Kecik Raya,-6.224852,106.85489
B03319P,SD 01 Taman Mpu Sendok,-6.231785,106.81025
B03321P,SD Angkasa 7,-6.25083,106.88358
B03322P,SD Diakonia 1,-6.112155,106.7893
B03323P,SD Diakonia 2,-6.112346,106.78905
B03324P,SD Islam Al Izzah,-6.182778,106.97729
B03325P,SD Jatinegara Kaum,-6.19781,106.90496
B03327P,SD Kartika X-2,-6.25388,106.75637
B03328P,SD Kartika X-4,-6.259431,106.75611
B03329P,SD Paskalis 1,-6.177104,106.84827
B03330P,SD Pelita Jati Padang,-6.286616,106.82926
B03331P,SD Santa Maria Gambir,-6.167007,106.82442
B03332P,SDIT Al Huda Kelapa Gading,-6.171373,106.91094
B03335P,SDN Batu Ampar 02 03,-6.279021,106.860825
B03338P,SDN Bendungan Hilir 01,-6.207519,106.80898
B03340P,SDN Cempaka Putih Timur 03,-6.18514,106.86992
B03341P,SDN Cempaka Putih Timur 05,-6.185134,106.87003
B03342P,SDN Cengkareng Barat 05,-6.149878,106.72239
B03343P,SDN Cengkareng Timur 05,-6.149212,106.72804
B03344P,SDN Cibubur 01,-6.354808,106.87871
B03346P,SDN Cibubur 09/10/12/13,-6.35307,106.87298
B03347P,SDN Cibubur 11,-6.34213,106.87377
B03349P,SDN Cilandak Barat 15,-6.288696,106.80659
B03350P,SDN Cilandak Timur 01,-6.306334,106.81391
B03351P,SDN Cilincing 09,-6.107565,106.93718
B03352P,SDN Cipedak 03,-6.349096,106.80933
B03353P,SDN Cipedak 05,-6.354478,106.80119
B03355P,SDN Cipete Utara 09,-6.258171,106.803413
B03356P,SDN Cipinang Besar Selatan,-6.233133,106.88262
B03358P,SDN Ciracas 01,-6.326589,106.8639
B03359P,SDN Ciracas 11/15,-6.323356,106.88389
B03360P,SDN Dukuh 01,-6.287794,106.87406
B03361P,SDN Dukuh 05,-6.298845,106.87932
B03362P,SDN Duren Sawit 01,-6.226349,106.91359
B03363P,SDN Duren Sawit 02,-6.22516,106.91453
B03364P,SDN Duri Kepa 11,-6.186081,106.77526
B03366P,SDN Gondangdia 01,-6.194574,106.828791
B03367P,SDN Grogol Selatan 01,-6.229143,106.7787
B03368P,SDN Grogol Utara 03,-6.214998,106.7777
B03369P,SDN Gunung Sahari 01,-6.166112,106.8417
B03370P,SDN Jagakarsa 01,-6.328189,106.82025
B03371P,SDN Jagakarsa 05,-6.336947,106.81847
B03372P,SDN Jati 07,-6.202444,106.89727
B03373P,SDN Jatipulo 08,-6.180282,106.79911
B03374P,SDN Jelambar 08,-6.163394,106.78433
B03375P,SDN Jelambar Baru 01,-6.147765,106.78324
B03376P,SDN Joglo 03,-6.221939,106.73174
B03377P,SDN Johar Baru 10,-6.181262,106.86023
B03378P,SDN Kalisari 01,-6.336326,106.85466
B03379P,SDN Kebagusan 01,-6.305274,106.82737
B03380P,SDN Kb. Baru 09,-6.115952,106.92219
B03382P,SDN Kelapa Dua Wetan 01,-6.343207,106.8856
B03384P,SDN Kembangan Selatan 03,-6.177945,106.74782
B03385P,SDN Kota Bambu 03,-6.188023,106.80801
B03387P,SDN Lagoa,-6.112279,106.91169
B03389P,SDN Lebak Bulus 02,-6.303808,106.77775
B03391P,SDN Lebak Bulus 04,-6.30731,106.78049
B03393P,SDN Malakasari 13 15,-6.217487,106.92954
B03395P,Pal Batu 3,-6.225075,106.84149
B03396P,Kota Kasablanka,-6.224688,106.84246
B03397P,SDN Meruya Utara 02,-6.198756,106.74133
B03398P,SDN Meruya Utara 02 Pagi,-6.199267,106.74166
B03399P,SDN Meruya Utara 03 04,-6.194736,106.75583
B03401P,SDN Palmerah 09,-6.207705,106.78805
B03402P,SDN Pegangsaan Dua 06,-6.17679,106.9111
B03405P,SDN Penggilingan,-6.205255,106.93004
B03406P,SDN Penjaringan,-6.12527,106.80272
B03407P,SDN Penjaringan 3,-6.12509,106.80254
B03408P,SDN Pesanggrahan 10,-6.259714,106.75688
B03414P,SDN Pondok Jagung 2,-6.256133,106.65144
B03415P,SDN Pondok Kelapa 05,-6.240583,106.9428
B03416P,SDN Pondok Labu 11,-6.313269,106.80221
B03418P,SDN Pulo Gebang 13,-6.197112,106.96259
B03419P,SDN Pulo Gebang 20,-6.208286,106.95916
B03422P,SDN Rorotan 01,-6.15738,106.95587
B03423P,SDN Rorotan 02,-6.157419,106.9565
B03424P,SDN Rorotan 03,-6.144153,106.95627
B03426P,SDN Srengseng Sawah 01,-6.332965,106.8338
B03430P,SDN Sukasari Enam 1,-6.189785,106.6419
B03431P,SDN Sukasari Enam 2,-6.189308,106.64182
B03432P,SDN Sumur Batu 03 04,-6.158431,106.867626
B03434P,SDN Tj. Duren Utara 06 07,-6.184032,106.783329
B03435P,SDN Tengah 06,-6.292638,106.86181
B03436P,Sbr. Adem Ayem,-6.173945,106.96356
B03438P,Sbr. Agrowisata Cilangkap,-6.339822,106.90147
B03439P,Sbr. Airy Eco Binus,-6.195238,106.78878
B03440P,Sbr. Akademi Farmasi Mahadhika,-6.312606,106.86941
B03441P,Sbr. Akper Fatmawati Pondok Labu,-6.313126,106.79938
B03442P,Sbr. Akses Jembatan Ciliwung Balekambang,-6.283464,106.84945
B03443P,Sbr. Al Jabr Islamic School,-6.308238,106.80364
B03446P,Sbr. Anggur KDW,-6.334046,106.88116
B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607
B03448P,Sbr. Apartemen Metro Sunter,-6.133956,106.87201
B03453P,Sbr. Bakti Mulya 400,-6.275921,106.77663
B03454P,Sbr. Balai Nikah Kembangan Utara,-6.181498,106.73445
B03455P,Sbr. Balai Rakyat,-6.224423,106.89902
B03457P,Sbr. BBPK Jakarta,-6.301958,106.79794
B03458P,Sbr. Bercabuana Sakti,-6.269784,106.76547
B03459P,Sbr. Bidan Ningsih Joglo,-6.216041,106.72912
B03460P,Sbr. Binus Syahdan,-6.200762,106.785
B03461P,Sbr. Bona Plaza Indah,-6.30108,106.78042
B03462P,Sbr. BPJS Jaksel,-6.249724,106.84327
B03464P,Sbr. Bukit Cinere Indah,-6.33992,106.78012
B03466P,Sbr. Bumi Gotong Royong,-6.326549,106.8534
B03467P,Sbr. Cakrawala I Gg 2,-6.112375,106.91529
B03468P,Sbr. Cakrawala I Gg 5,-6.112307,106.91351
B03470P,Sbr. Cek & Ricek,-6.215396,106.72955
B03471P,Sbr. Cempaka Putih Barat III,-6.176201,106.8618
B03473P,Sbr. Cibubur Indah II,-6.352143,106.88715
B03475P,Sbr. Cilincing Baru Raya,-6.106928,106.9271
B03478P,Sbr. Cipinang Lontar,-6.214204,106.88839
B03480P,Sbr. Daarus Saada Duri Kosambi,-6.176867,106.70744
B03482P,Sbr. Depo LRT Pegangsaan Dua,-6.154781,106.9137
B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508
B03484P,Sbr. Dirjen Anggaran,-6.227253,106.898692
B03486P,Sbr. DPP FPI,-6.194418,106.80523
B03487P,Sbr. Dukuh Permai Residence,-6.302554,106.87861
B03488P,Sbr. Duri Selatan III,-6.160083,106.80822
B03489P,Sbr. Duta Merlin,-6.168488,106.82011
B03491P,Sbr. EKS Komplek Gaya Motor,-6.105639,106.93077
B03492P,Sbr. Embun Pagi Islamic School,-6.247844,106.91894
B03494P,Sbr. Fuso,-6.176222,106.87668
B03496P,Sbr. Gg. 2 Rorotan IX,-6.157385,106.95785
B03498P,Sbr. Gg. Al Mawaddah Tengah,-6.287951,106.86292
B03500P,Sbr. Gg. Anawingka Naga Raya,-6.223549,106.90755
B03501P,Sbr. Gg. Asem Ciracas,-6.321411,106.87015
B03502P,Sbr. Gg. Asmat Petukangan,-6.244437,106.75203
B03505P,Sbr. Gg. Barokah Lingkar Timur,-6.196525,106.94396
B03506P,Sbr. Gg. Barokah Marunda,-6.127818,106.95885
B03507P,Sbr. Gg. Baronang Cibubur,-6.362495,106.88432
B03508P,Sbr. Gg. Baru,-6.302783,106.91193
B03510P,Sbr. Gg. Bhakti Lingkar Timur,-6.197386,106.94404
B03511P,Sbr. Gg. Bina Citra,-6.312002,106.87183
B03513P,Sbr. Gg. Bulak I Rorotan,-6.132862,106.9553
B03514P,Sbr. Gg. Bungur IX Rambutan,-6.316993,106.88461
B03515P,Sbr. Gg. CC Palmerah,-6.202017,106.7883
B03516P,Sbr. Gg. Cemara Cilandak KKO,-6.299539,106.81463
B03518P,Sbr. Gg. Condet Raya Prepedan,-6.111835,106.70561
B03519P,Sbr. Gg. Damai Lingkar Timur,-6.195487,106.94386
B03522P,Sbr. Gg. Film Jagakarsa,-6.322325,106.81114
B03524P,Sbr. Gg. Giat Raya Ciracas,-6.330095,106.86996
B03525P,Sbr. Gg. H Ahmad Nado,-6.304389,106.80236
B03528P,Sbr. Gg. H. Abdullah Marunda,-6.125689,106.95681
B03529P,Sbr. Gg. H. Amsar,-6.218664,106.77088
B03530P,Sbr. Gg. H. Anim Semanan,-6.168439,106.70621
B03531P,Sbr. Gg. H. Emur Pondok Labu,-6.301816,106.79626
B03532P,Sbr. Gg. H. Loong Tengah,-6.286908,106.863
B03535P,Sbr. Gg. H. Saibun Jati Padang,-6.289734,106.82889
B03538P,Sbr. Gg. H. Yahya Balekambang,-6.287134,106.85062
B03539P,Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863
B03540P,Sbr. Gg. Kancil Marunda,-6.106605,106.964807
B03541P,Sbr. Gg. Kebembem II,-6.208692,106.88489
B03543P,Sbr. Gg. Langga,-6.266354,106.88136
B03544P,Sbr. Gg. Langgar Kelapa Dua,-6.213145,106.76935
B03546P,Sbr. Gg. Masjid Al Istiqomah Tengah,-6.292648,106.86459
B03547P,Sbr. Gg. Muhi Pulo Gebang,-6.210823,106.95812
B03548P,Sbr. Gg. Mundu II Tengah,-6.292947,106.86324
B03549P,Sbr. Gg. Musholla Ragunan,-6.308188,106.81593
B03550P,Sbr. Gg. Nusa Indah Ciracas,-6.326059,106.86869
B03551P,Sbr. Gg. Oxport Kebantenan,-6.110926,106.92909
B03552P,Sbr. Gg. Padi Pelita Cipinang,-6.211895,106.88755
B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332
B03554P,Sbr. Gg. Puas Cibubur,-6.347245,106.87416
B03555P,Sbr. Gg. Puskesmas Kebagusan Raya,-6.296651,106.82701
B03558P,Sbr. Gg. Robaya,-6.333212,106.82825
B03559P,Sbr. Gg. Rukun Lingkar Timur,-6.198378,106.94426
B03560P,Sbr. Gg. Rukun Lubang Buaya,-6.290453,106.90658
B03562P,Sbr. Gg. Sabar 2 Lingkar Timur,-6.199863,106.94476
B03563P,Sbr. Gg. Saminten,-6.379273,106.84919
B03565P,Sbr. Gg. Sawo Joglo,-6.217713,106.74968
B03566P,Sbr. Gg. Sejahtera Lingkar Timur,-6.200486,106.94504
B03568P,Sbr. Gg. Swadaya Pagelarang,-6.302718,106.91662
B03569P,Sbr. Gg. Tamansari Ragunan,-6.305226,106.81619
B03570P,Sbr. Gg. Trijaya IV Timur,-6.232282,106.85287
B03573P,Sbr. Gg. Warga Lubang Buaya,-6.287672,106.90589
B03574P,Sbr. Gg. Waru,-6.305912,106.91221
B03575P,Sbr. Gg. Yasto Cipete,-6.260998,106.80568
B03577P,Sbr. GBI Sungai Yordan,-6.166387,106.76987
B03579P,Sbr. Gedung Pompa Cideng Siantar,-6.173359,106.80682
B03580P,Sbr. Gedung Pompa Pinang,-6.112351,106.90317
B03582P,Sbr. Gelanggang Remaja Ciracas,-6.339531,106.88217
B03583P,Sbr. Gelanggang Remaja Tj. Priok,-6.138765,106.87197
B03584P,Sbr. Gereja HKBP Cilangkap,-6.334694,106.89746
B03585P,Sbr. Gereja HKBP Cipete,-6.272336,106.80074
B03586P,Sbr. Gereja HKBP Duren Sawit,-6.223357,106.91359
B03588P,Sbr. Gereja Jemaat Kiwi,-6.339179,106.87221
B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588
B03591P,Sbr. Gereja Oikumene,-6.262305,106.88696
B03592P,Sbr. Gereja Protestan Tugu,-6.123705,106.92338
B03593P,Sbr. Gereja Santa Maria Imakulata,-6.127641,106.70447
B03594P,Sbr. Gereja Sumber Kasih,-6.302784,106.78646
B03595P,Sbr. Giant Ekspres Pondok Kopi,-6.226376,106.94372
B03596P,Sbr. Goethe Institute,-6.189435,106.83131
B03597P,Sbr. Golden Fatmawati,-6.27688,106.79783
B03598P,Sbr. Golf Bandar Kemayoran,-6.1437,106.85384
B03599P,Sbr. GOR Ciracas,-6.325507,106.86388
B03603P,Sbr. Graha Delta Tengah,-6.293006,106.8596
B03604P,Sbr. Graha Dirgantara,-6.255569,106.88303
B03605P,Sbr. Graha Kencana,-6.190276,106.76529
B03606P,Sbr. Grand Palm,-6.178345,106.71575
B03607P,Sbr. Green Lake City,-6.177139,106.71077
B03609P,Sbr. Green VIlle Maisonet,-6.173913,106.77902
B03610P,Sbr. Grha Intirub,-6.265218,106.8758
B03611P,Sbr. Griya Galaxy 126,-6.283359,106.86429
B03612P,Sbr. Griya Harapan Permai,-6.183238,106.98168
B03614P,Sbr. H Satiri Manshur,-6.173971,106.74845
B03616P,Sbr. H. Samali,-6.265816,106.8442
B03618P,Sbr. HKBP Petukangan,-6.236565,106.75155
B03619P,Sbr. Hotel Mulia,-6.214132,106.79537
B03621P,Sbr. Imigrasi Kelas I Jaksel,-6.273261,106.77464
B03622P,Sbr. Industri SPBU Shell,-6.146667,106.83538
B03623P,Sbr. Institut Teknologi Budi Utomo,-6.221694,106.93904
B03624P,Sbr. Intilon,-6.151753,106.80766
B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969
B03628P,Sbr. Jakarta Taipei School,-6.145918,106.90603
B03633P,Sbr. Jln. Ampel,-6.296958,106.89182
B03634P,Sbr. Jln. Anggrek Srengseng,-6.198239,106.75622
B03636P,Sbr. Jln. Angkasa 1,-6.19059,106.96803
B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213
B03638P,Sbr. Jln. Aselih Cipedak,-6.351786,106.80153
B03640P,Sbr. Jln. Asem Pengantin Ali,-6.324578,106.88368
B03641P,Sbr. Jln. Asia Baru I,-6.169483,106.77107
B03642P,Sbr. Jln. Asshofa Raya,-6.213384,106.78163
B03644P,Sbr. Jln. B Basmol Raya,-6.16156,106.7519
B03645P,Sbr. Jln. Bak Air 1,-6.115009,106.87222
B03647P,Sbr. Jln. Bambu II Srengseng,-6.210918,106.75912
B03648P,Sbr. Jln. Batu Tulis II,-6.280513,106.86283
B03649P,Sbr. Jln. Belimbing Terusan,-6.115554,106.92156
B03652P,Sbr. Jln. Beo,-6.256595,106.75966
B03656P,Sbr. Jln. Bima Kemanggisan,-6.185664,106.78735
B03658P,Sbr. Jln. Buah Cijantung,-6.32942,106.86591
B03659P,Sbr. Jln. Buaran I,-6.221043,106.91661
B03660P,Sbr. Jln. Buaran III,-6.220582,106.91922
B03661P,Sbr. Jln. Bumi Pratama III,-6.296413,106.8784
B03663P,Sbr. Jln. Bunga Cempaka II Cipete,-6.268821,106.8063
B03664P,Sbr. Jln. Bungur IV Rambutan,-6.314526,106.88457
B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491
B03666P,Sbr. Jln. Busika Raya Ciracas,-6.330074,106.87292
B03669P,Sbr. Jln. Cakrawala,-6.264077,106.8843
B03670P,Sbr. Jln. Cambela Permai,-6.097476,106.69996
B03672P,Sbr. Jln. Cibubur Indah V,-6.350015,106.88411
B03673P,Sbr. Jln. Cibubur VI,-6.353616,106.87828
B03674P,Sbr. Jln. Cibubur VII,-6.356483,106.88044
B03675P,Sbr. Jln. Cikoko Timur I,-6.244364,106.85867
B03678P,Sbr. Jln. Cipinang Jaya,-6.214238,106.88701
B03679P,Sbr. Jln. Cipinang Latihan,-6.216314,106.88695
B03680P,Sbr. Jln. Dahlia KDW,-6.348824,106.88443
B03681P,Sbr. Jln. Damai,-6.242744,106.90195
B03682P,Sbr. Jln. Damai I Petukangan,-6.243883,106.75201
B03684P,Sbr. Jln. Danau Indah Timur,-6.149838,106.88152
B03685P,Sbr. Jln. Danau Singkarak,-6.207773,106.8111
B03686P,Sbr. Jln. Darma Wanita V,-6.160782,106.73104
B03687P,Sbr. Jln. Darmajaya Pejaten,-6.278599,106.84482
B03688P,Sbr. Jln. Daud I Sukabumi Utara,-6.206339,106.77822
B03689P,Sbr. Jln. Depsos Raya,-6.263684,106.76637
B03690P,Sbr. Jln. Duku Gg. Wisma,-6.112209,106.90977
B03691P,Sbr. Jln. Duku Lap Bola,-6.20321,106.75843
B03692P,Sbr. Jln. Duri Tol,-6.185032,106.76979
B03693P,Sbr. Jln. Durian I,-6.236342,106.75756
B03694P,Sbr. Jln. Ee Sukabumi Selatan,-6.213511,106.77886
B03695P,Sbr. Jln. Elang Laut Kamal,-6.124307,106.74907
B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576
B03698P,Sbr. Jln. Gading Putih Raya,-6.175263,106.90064
B03700P,Sbr. Jln. Gaharu II Cilandak,-6.280132,106.79951
B03703P,Sbr. Jln. Gorontalo II,-6.113392,106.88274
B03704P,Sbr. Jln. Gorontalo III,-6.114097,106.88185
B03705P,Sbr. Jln. Hadiah Utama II,-6.16148,106.77981
B03707P,Sbr. Jln. H. Aseni Raya,-6.171967,106.70696
B03710P,Sbr. Jln. H. Hanafi Cipinang,-6.22869,106.8933
B03711P,Sbr. Jln. H. Jian 2B Cipete,-6.264625,106.8043
B03712P,Sbr. Jln. H. Jimin Petukangan,-6.233448,106.75161
B03715P,Sbr. Jln. H. Kincan Rawa Buaya,-6.164546,106.73543
B03716P,Sbr. Jln. H. Mali Duri Kosambi,-6.167944,106.72406
B03717P,Sbr. Jln. H. Matasan,-6.317581,106.82484
B03718P,Sbr. Jln. H. Mawar Sunter,-6.157892,106.8677
B03720P,Sbr. Jln. H. Muala Palmerah,-6.198462,106.78774
B03723P,Sbr. Jln. H. Sanusi Taming,-6.18466,106.77777
B03725P,Sbr. Jln. H. Sholeh I,-6.220239,106.77179
B03727P,Sbr. Jln. H. Sidan,-6.280408,106.88249
B03728P,Sbr. Jln. H. Tamin S,-6.160047,106.87716
B03729P,Sbr. Jln. H. Ung,-6.165145,106.85231
B03731P,Sbr. Jln. Industri I,-6.147626,106.83678
B03732P,Sbr. Jln. Industri Tj. Priok,-6.11859,106.86806
B03735P,Sbr. Jln. Jomas,-6.195735,106.75584
B03736P,Sbr. Jln. Kaja Raya Ciracas,-6.328181,106.88213
B03737P,Sbr. Jln. Kaliabang Dukuh,-6.183248,106.9852
B03739P,Sbr. Jln. Kampung Bali XXXIII,-6.187046,106.82189
B03741P,Sbr. Jln. Kampung Baru V,-6.225077,106.76062
B03744P,Sbr. Jln. Kapuk Bambu Apus,-6.306466,106.91388
B03745P,Sbr. Jln. Kapuk II,-6.215699,106.9002
B03747P,Sbr. Jln. Kb. Bawang XIII,-6.115811,106.8868
B03749P,Sbr. Jln. Kemang II,-6.256487,106.8149
B03751P,Sbr. Jln. Kemang Timur XI,-6.265417,106.8238
B03753P,Sbr. Jln. KH Hasim,-6.185551,106.73182
B03754P,Sbr. Jln. KH Syahdan,-6.200674,106.78256
B03755P,Sbr. Jln. Kopi Selatan II,-6.231718,106.94295
B03756P,Sbr. Jln. Kota Bambu Selatan VI,-6.185559,106.80503
B03757P,Sbr. Jln. Kramat Cipedak,-6.363399,106.80298
B03758P,Sbr. Jln. Kramat V,-6.299969,106.91033
B03759P,Sbr. Jln. Kulintang,-6.173259,106.91
B03760P,Sbr. Jln. Kuning Tua,-6.164771,106.91
B03761P,Sbr. Jln. Lagoa Kanal,-6.111783,106.8841
B03763P,Sbr. Jln. Lapangan Bola II,-6.201669,106.76027
B03765P,Sbr. Jln. Limo Grogol Selatan,-6.225216,106.77841
B03772P,Sbr. Jln. Makam,-6.238208,106.77737
B03773P,Sbr. Jln. Malaka HB,-6.142374,106.95639
B03774P,Sbr. Jln. Man 2,-6.300742,106.88071
B03775P,Sbr. Jln. Mandor Munding,-6.306836,106.91572
B03776P,Sbr. Jln. Mangga Dua Dalam,-6.140896,106.82525
B03777P,Sbr. Jln. Mangga Kalisari,-6.33214,106.85278
B03779P,Sbr. Jln. Mantang,-6.112096,106.90844
B03781P,Sbr. Jln. Manunggal II Ceger,-6.311137,106.88878
B03783P,Sbr. Jln. Marabahan Cideng,-6.172054,106.80528
B03786P,Sbr. Jln. Masjid Al Munir,-6.271471,106.87734
B03787P,Sbr. Jln. Melati PKP,-6.340019,106.87845
B03788P,Sbr. Jln. Melawai X,-6.246621,106.79852
B03789P,Sbr. Jln. Melur Tugu VI,-6.124483,106.90789
B03790P,Sbr. Jln. Merpati Putih Kembangan Utara,-6.173369,106.7335
B03791P,Sbr. Jln. Mesjid Attaqwa Kembangan Utara,-6.175138,106.73384
B03792P,Sbr. Jln. Mesjid I Benhil,-6.205164,106.80649
B03793P,Sbr. Jln. Metro Duta 1,-6.283181,106.7801
B03794P,Sbr. Jln. Mini I,-6.311348,106.90555
B03795P,Sbr. Jln. Mini II,-6.308966,106.90774
B03796P,Sbr. Jln. Mini III,-6.305938,106.91007
B03797P,Sbr. Jln. Muhidin KDW,-6.335121,106.87961
B03799P,Sbr. Jln. Mutiara Benhil,-6.209626,106.81226
B03800P,Sbr. Jln. Nagrak Marunda,-6.126834,106.95683
B03801P,Sbr. Jln. Nanas Lap Bola,-6.200877,106.76047
B03802P,Sbr. Jln. Nanggala Dewa Kembar,-6.107408,106.9253
B03803P,Sbr. Jln. Nusa Indah II,-6.2198,106.93143
B03804P,Sbr. Jln. Palem Anggur,-6.130258,106.70645
B03805P,Sbr. Jln. Palmerah Utara II,-6.202773,106.79815
B03806P,Sbr. Jln. Pam Baru,-6.204959,106.80949
B03810P,Sbr. Jln. Pangkalan Jati VI,-6.254277,106.90966
B03811P,Sbr. Jln. Parkit Bulak Ringin,-6.349819,106.87293
B03813P,Sbr. Jln. Pengadegan Utara,-6.246224,106.85863
B03814P,Sbr. Jln. Percetakan Susukan,-6.323469,106.86979
B03816P,Sbr. Jln. Permata Indah 8,-6.182668,106.98794
B03817P,Sbr. Jln. Pinang IIIb,-6.308184,106.79797
B03818P,Sbr. Jln. Pinang IV Pondok Labu,-6.307453,106.80072
B03819P,Sbr. Jln. Pondok Labu 1A,-6.301876,106.79244
B03820P,Sbr. Jln. Prepedan Dalam,-6.119537,106.70911
B03821P,Sbr. Jln. Primanota,-6.167907,106.9111
B03822P,Sbr. Jln. Pulo Gundul,-6.186269,106.85159
B03825P,Sbr. Jln. Ratu Melati 5,-6.168577,106.76978
B03826P,Sbr. Jln. Rawa Kepa IX,-6.174075,106.80321
B03827P,Sbr. Jln. Rorotan V Gg. 1,-6.136168,106.95481
B03829P,Sbr. Jln. Sahabat Kamal,-6.106324,106.70248
B03830P,Sbr. Jln. Salak Pesanggrahan,-6.251278,106.75643
B03831P,Sbr. Jln. Sambu Halim,-6.24695,106.89046
B03832P,Sbr. Jln. Sanggau Cideng,-6.170165,106.80401
B03834P,Sbr. Jln. Sawah Mede I,-6.098023,106.70824
B03835P,Sbr. Jln. Sawo I Pulo Gebang,-6.210869,106.9569
